Group.1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length
Metriopelia morenoi,13.05,7.65,2.8,3,18.45,96.5
Micrastur buckleyi,25.35,NA,8.85,14.45,63.9,212.5
Micrastur gilvicollis,24.1,NA,8.9,13,59.7,183
Micrastur mintoni,24.4,13.4,9.4,13.3,56.6,186
Micrastur mirandollei,31.3,NA,11.5,17.8,NA,232
Micrastur plumbeus,NA,NA,8.3,13.2,61.9,NA
Micrastur ruficollis,21.65,NA,NA,12.2,58.95,165
Micrastur semitorquatus,33.1,NA,NA,18.9,82.6,271
Micrathene whitneyi,13.15,8,5.15,7.35,20.2,109
Microbates cinereiventris,20.3,NA,3.45,3.1,23.2,53
Microbates collaris,19.45,12.35,3.05,2.95,21.9,54
Microcarbo africanus,35.6,NA,7,10.4,35,197
Microcarbo coronatus,34.9,NA,7.1,10.5,40.9,203
Microcarbo melanoleucos,37.85,NA,7.25,11.4,37.9,218
Microcarbo niger,34.1,NA,7.3,11.6,34.8,198
Microcarbo pygmaeus,35.8,NA,7.5,12.3,35.9,203
Microcerculus bambla,18.75,11.8,3.3,3.75,23.1,60
Microcerculus marginatus,NA,NA,NA,NA,22.9,59
Microcerculus philomela,NA,11.95,3.6,3.85,20.7,57
Microcerculus ustulatus,17.3,NA,3.3,4,23.1,58
Microchera albocoronata,NA,NA,1.65,1.45,4.5,40.5
Microdynamis parva,18.95,10.35,6.1,6.6,19.6,103.5
Microeca fascinans,12.6,NA,4.3,NA,NA,86
Microeca flavigaster,12.65,NA,4.7,3.4,NA,74.5
Microeca hemixantha,12.35,7.55,4.55,3.5,13.6,73.5
Microeca tormenti,NA,NA,NA,NA,NA,NA
Microhierax caerulescens,14.2,NA,8,8.9,22,103
Microhierax erythrogenys,15.3,NA,NA,10.8,NA,108
Microhierax fringillarius,13.8,NA,7.3,NA,20,90
Microhierax latifrons,19.65,10.3,6.65,9.85,20.5,97
Microhierax melanoleucos,15.4,NA,8.7,10.4,24.7,111
Microligea palustris,14.45,9.55,3.4,4,21.7,60
Micromacronus leytensis,9.2,6,2.6,2.9,NA,41
Micromacronus sordidus,10.8,5.2,2.3,2.6,11.5,43.5
Micromonacha lanceolata,NA,NA,NA,7.2,12.35,NA
Micronisus gabar,19.5,NA,NA,NA,46.1,184
Microparra capensis,20.3,NA,2.5,3.4,34,89
Micropsitta bruijnii,8.5,NA,4.9,8.9,7.5,63
Micropsitta finschii,10.3,NA,6.6,10.1,9.4,63
Micropsitta geelvinkiana,10.15,7.95,6.6,10.7,9.9,53.5
Micropsitta keiensis,10,NA,6.1,10.1,7.8,61
Micropsitta meeki,10.85,8.75,7.1,11.2,8,58.05
Micropsitta pusio,NA,NA,6.65,10.25,8.9,60
Micropternus brachyurus,27.6,NA,7.4,7.9,20.1,116
Microptilotis albilineatus,22.7,NA,3.1,NA,NA,89
Microptilotis albonotatus,21.75,NA,3.5,4.35,NA,85
Microptilotis analogus,21.85,NA,3,4.1,NA,81
Microptilotis cinereifrons,20.35,10.5,3.2,3.75,20.25,69
Microptilotis flavirictus,20.6,NA,3.3,4,NA,77
Microptilotis fordianus,NA,NA,3.25,4.2,20.7,82
Microptilotis gracilis,21.05,NA,2.85,3.5,NA,71.5
Microptilotis imitatrix,22.6,NA,2.6,3.5,NA,75
Microptilotis mimikae,21.7,NA,3.1,4.4,NA,81
Microptilotis montanus,21.75,NA,3.35,4.5,NA,82
Microptilotis orientalis,21.8,NA,2.9,3.4,NA,74
Microptilotis reticulatus,NA,NA,NA,NA,NA,75.5
Microptilotis vicina,21.95,11.5,3.3,4.5,21.9,83.75
Micropygia schomburgkii,13.45,7,2,4.2,18.5,75
Microrhopias quixensis,NA,NA,4.2,3.8,16.5,53
Microspingus alticola,13.65,NA,3.65,4.85,23.1,72.5
Microspingus cabanisi,11.3,7.8,4.9,5.6,21.8,67
Microspingus cinereus,12.8,7.1,3.45,4.3,19.7,61
Microspingus erythrophrys,13.15,7.1,3.95,4.55,21.05,62.75
Microspingus lateralis,NA,NA,4.5,6.2,21.5,68.4
Microspingus melanoleucus,13.05,6.85,3.4,4.6,18.35,59.25
Microspingus pectoralis,NA,NA,NA,NA,NA,NA
Microspingus torquatus,NA,NA,NA,4.65,19.85,62
Microspingus trifasciatus,NA,NA,NA,4.3,21.6,68
Microstilbon burmeisteri,NA,NA,NA,1.75,NA,30
Microtarsus melanoleucos,17.7,NA,4.2,4.4,14.2,83
Microxenops milleri,NA,8.75,3.1,3.75,15.4,64.55
Milvago chimachima,30.75,NA,NA,NA,NA,NA
Milvus aegyptius,NA,NA,NA,NA,NA,NA
Milvus migrans,NA,NA,NA,NA,NA,457.5
Milvus milvus,NA,NA,NA,NA,NA,482
Mimus dorsalis,24.1,14.95,4.85,5.8,35.7,112
Mimus gilvus,NA,NA,NA,5.65,32.8,NA
Mimus graysoni,24.9,13.85,5.75,6.45,35.35,107.5
Mimus gundlachii,25.3,NA,5.1,5.6,38.2,106
Mimus longicaudatus,25.4,NA,5,6.3,38.7,122
Mimus macdonaldi,36.6,NA,5,5.9,36.9,115
Mimus melanotis,28,NA,4.1,4.8,36.5,107
Mimus parvulus,25.3,NA,4,4.8,35.8,105
Mimus patagonicus,19.2,NA,4.55,4.9,33.8,99.5
Mimus polyglottos,21.9,NA,NA,NA,32.2,108
Mimus saturninus,NA,NA,NA,NA,35.6,NA
Mimus thenca,22.65,NA,4.55,5.5,39.2,114.5
Mimus trifasciatus,31.3,19.9,4.6,5.6,39.95,119.5
Mimus triurus,20.35,NA,4.45,5.35,32.55,100.5
Minla ignotincta,13.4,NA,2.6,3.2,19.3,64
Mino anais,25.2,NA,7.35,9.1,33.35,143
Mino dumontii,30.9,NA,8.6,10.4,35.5,152
Mino kreffti,34.95,21.75,9.05,12.55,37.15,156.75
Mionectes galbinus,NA,NA,NA,NA,16.9,66
Mionectes macconnelli,NA,NA,NA,NA,15.85,60.5
Mionectes oleagineus,NA,NA,NA,NA,NA,NA
Mionectes olivaceus,13.7,NA,4.1,3.4,18.2,69
Mionectes roraimae,NA,NA,NA,NA,NA,NA
Mionectes rufiventris,14.05,NA,NA,3.85,16.3,68.15
Mionectes striaticollis,NA,NA,NA,NA,17.6,NA
Mirafra affinis,16.45,NA,4.95,6.35,26.6,81
Mirafra africana,21.8,NA,4.5,6,28.5,99
Mirafra albicauda,12.8,NA,4.7,5.8,21,80
Mirafra angolensis,17.5,10.9,4.2,5.3,25.6,79.5
Mirafra apiata,15.2,9.1,3.8,4.95,22.9,80.5
Mirafra ashi,21.2,13.05,4.15,5.15,29.75,85.5
Mirafra assamica,15.5,NA,4.8,6.9,24,80
Mirafra cheniana,13,NA,4.8,6,20.5,74
Mirafra collaris,15.65,9.5,4.45,5.35,23.45,82.5
Mirafra cordofanica,13.3,NA,4.8,5.6,22.7,83
Mirafra erythrocephala,14.8,NA,4.6,6.05,26.15,76.45
Mirafra erythroptera,13.25,8.5,4.3,5.5,19.4,76.5
Mirafra fasciolata,16,10,4.85,6.35,26.2,88.25
Mirafra gilletti,16.3,NA,4,4.9,21,84
Mirafra hypermetra,21.5,NA,5.3,6.9,34.3,114
Mirafra javanica,14.9,NA,5.1,NA,NA,72.5
Mirafra microptera,15.2,9.7,4.75,NA,22.3,71.5
Mirafra passerina,13.8,NA,4.7,5.9,20.6,82
Mirafra pulpa,12.45,8.25,4.85,5.4,19.75,79.25
Mirafra rufa,15,NA,4.2,4.8,21.6,82
Mirafra rufocinnamomea,16.6,NA,NA,NA,23.55,77
Mirafra sharpii,NA,NA,NA,NA,NA,NA
Mirafra somalica,23.4,NA,4.5,5.7,30.6,103
Mirafra williamsi,13.8,9.9,5.3,6.6,21.9,84
Mitrephanes olivaceus,NA,NA,NA,3.1,12.35,67
Mitrephanes phaeocercus,12.15,NA,4.3,NA,12.55,70
Mitrospingus cassinii,NA,NA,5.2,6.95,24.75,83.5
Mitrospingus oleagineus,20.4,11.8,5.5,7.15,25.7,93
Mitu mitu,60.1,NA,21.1,48.05,110.75,393
Mitu salvini,56.85,32.2,14.1,32.15,107.8,364.5
Mitu tomentosum,51.8,28.25,12.8,27.55,105.55,361.5
Mitu tuberosum,59.75,36.1,15.95,44.5,108.2,388.5
Mixornis bornensis,15.65,8.95,3.55,3.75,18.35,63.5
Mixornis flavicollis,13.5,8.05,3.2,3.45,16.35,56.5
Mixornis gularis,13.9,NA,3.1,3.7,17.1,57
Mixornis kelleyi,13.75,8.3,2.75,3.5,15.85,57
Mixornis prillwitzi,NA,NA,NA,NA,NA,NA
Mniotilta varia,NA,NA,NA,NA,NA,68.25
Modulatrix stictigula,17.55,NA,3.3,NA,30.35,78
Mohoua albicilla,12.7,7.15,3.05,4.7,25.3,69.75
Mohoua novaeseelandiae,10.8,NA,2.7,3.9,23.2,60
Mohoua ochrocephala,13.75,7.9,3.7,5.05,30.6,80.5
Molothrus aeneus,NA,NA,6.25,9.75,NA,108.75
Molothrus armenti,17.7,11.2,4.2,6.8,22.7,97
Molothrus ater,17.4,NA,5.4,9,24.6,107
Molothrus bonariensis,19.7,NA,NA,NA,25.6,110
Molothrus oryzivorus,35.9,NA,NA,NA,40.8,NA
Molothrus rufoaxillaris,18.6,NA,5.2,9.1,25.3,116
Momotus aequatorialis,NA,NA,NA,NA,NA,NA
Momotus bahamensis,41.35,28.4,10.2,11.9,25.85,129.3
Momotus coeruliceps,45.4,31,9.9,11.8,27,137
Momotus lessonii,NA,28.65,10,11.65,28.05,139.75
Momotus mexicanus,38.4,NA,NA,NA,25.2,117
Momotus momota,NA,NA,NA,12.8,28.15,142.5
Momotus subrufescens,41.6,NA,NA,NA,27.25,124.05
Monachella coultasi,NA,NA,NA,NA,NA,NA
Monachella muelleriana,13.75,8.05,4.35,3.75,15.85,95
Monarcha castaneiventris,21.6,NA,7.1,6,21.6,87
Monarcha cinerascens,NA,NA,NA,NA,NA,NA
Monarcha frater,18.8,NA,6.4,6,18.7,83
Monarcha megarhynchus,24.4,NA,7.3,6.5,21.4,80
Monarcha melanopsis,21.1,NA,6.65,NA,NA,90
Monarcha richardsii,19.2,NA,6.2,5.1,18.1,77
Monarcha ugiensis,NA,NA,NA,NA,NA,NA
Monasa atra,41.7,NA,10,NA,19.7,129
Monasa flavirostris,28.5,NA,7.8,8.9,17.2,110
Monasa morphoeus,NA,NA,9.15,11.1,19.15,125.5
Monasa nigrifrons,38.05,28.15,9.55,12.15,20.8,128
Monias benschi,37.6,NA,4.4,5.4,35.8,128
Montecincla cachinnans,21.9,NA,3.9,4.8,32.8,86
Montecincla fairbanki,22.9,NA,4,4.7,35.6,84
Montecincla jerdoni,21.2,11,4.2,4.95,31.6,81.5
Montecincla meridionalis,NA,NA,NA,NA,NA,NA
Monticola angolensis,22.85,NA,NA,NA,25.65,97.7
Monticola brevipes,23.65,NA,NA,NA,24.05,102
Monticola cinclorhyncha,22.2,NA,NA,NA,23,101
Monticola erythronotus,18.8,NA,4.2,4.8,26.2,78
Monticola explorator,22.9,NA,NA,NA,33.05,99.6
Monticola gularis,20.1,NA,NA,NA,23.9,97
Monticola imerina,21.8,NA,NA,NA,26.3,81
Monticola rufiventris,26.4,NA,NA,NA,26.8,121
Monticola rufocinereus,19.6,NA,NA,NA,24,80.4
Monticola rupestris,27.3,NA,NA,NA,30.4,113
Monticola saxatilis,NA,NA,NA,NA,NA,122
Monticola semirufus,23.3,NA,NA,NA,24.9,108
Monticola sharpei,17.9,NA,NA,NA,24.6,74
Monticola solitarius,NA,NA,NA,NA,NA,121.2
Montifringilla adamsi,14.5,NA,7.4,7.5,20.6,105.5
Montifringilla henrici,18.45,14.3,7.45,9.35,21.75,116.25
Montifringilla nivalis,NA,NA,NA,NA,NA,119
Morococcyx erythropygus,25.25,NA,5.75,7.3,34.55,97.5
Morphnarchus princeps,43.3,28.3,14.3,20.5,88.7,361
Morphnus guianensis,NA,NA,14.85,23.95,NA,467
Morus bassanus,99,NA,25.25,31.95,60.1,490
Morus capensis,91.9,91.9,22.95,29.05,59.55,450
Morus serrator,87.9,NA,22,29.55,53.95,458
Motacilla aguimp,19.1,NA,NA,NA,24.3,91
Motacilla alba,NA,NA,NA,NA,NA,87.5
Motacilla capensis,16.5,NA,3.2,3.6,23.1,81
Motacilla cinerea,NA,NA,NA,NA,NA,83
Motacilla citreola,15.9,NA,3.1,3.5,25.9,84
Motacilla clara,17.3,NA,NA,NA,20.3,82
Motacilla flava,NA,NA,NA,NA,NA,79
Motacilla flaviventris,16.7,NA,3.4,3.8,22.3,81
Motacilla grandis,17.9,NA,2.9,3.6,25.7,92
Motacilla maderaspatensis,19,NA,3.7,4.1,25.6,97
Motacilla samveasnae,17.6,11.1,3.45,3.6,21.5,77.5
Motacilla tschutschensis,16,9.55,3.3,3.4,24.25,78.5
Moupinia poecilotis,10.8,NA,2.5,3.7,20.7,52
Mulleripicus fuliginosus,36.6,27.7,10.65,10.85,26.15,152.2
Mulleripicus fulvus,43.8,NA,NA,10.8,31.3,180
Mulleripicus funebris,37.5,NA,10,9.8,26.6,160
Mulleripicus pulverulentus,68.6,NA,14.2,14.5,39.1,239
Muscicapa adusta,12.05,NA,NA,NA,13.6,64
Muscicapa aquatica,13.8,NA,4.3,3.3,12.8,67
Muscicapa cassini,14.5,NA,4.3,3.3,13.6,68
Muscicapa dauurica,13.2,NA,4.8,NA,13.9,68
Muscicapa epulata,11.2,NA,3.7,2.9,11.8,55.5
Muscicapa ferruginea,11.9,NA,4.6,2.7,11.7,70
Muscicapa gambagae,12.3,NA,4.2,3.4,14.6,72
Muscicapa griseisticta,12.1,NA,4.6,3.4,13.9,85.8
Muscicapa muttui,15.4,NA,5,3.8,12.8,71.5
Muscicapa randi,13.3,7.4,4.2,3.6,12.5,65.5
Muscicapa segregata,13.55,8.85,4.55,3.8,13.75,65
Muscicapa sethsmithi,NA,NA,NA,NA,NA,56
Muscicapa sibirica,10.9,NA,4.7,3.1,12,76
Muscicapa striata,NA,NA,NA,NA,NA,87.5
Muscigralla brevicauda,14.9,NA,3.5,3,25.9,61
Muscipipra vetula,17.4,NA,6.4,4.6,19.4,114
Muscisaxicola albifrons,22.7,NA,NA,NA,37.3,159.5
Muscisaxicola albilora,19.2,NA,NA,NA,30.1,114.5
Muscisaxicola alpinus,17.5,NA,NA,NA,31.4,125.65
Muscisaxicola capistratus,19.1,NA,NA,NA,28,116
Muscisaxicola cinereus,16.75,9.45,3.25,3.4,28.75,106
Muscisaxicola flavinucha,19.05,NA,NA,NA,31.75,139.95
Muscisaxicola fluviatilis,16,NA,NA,NA,19,74.5
Muscisaxicola frontalis,21.25,NA,NA,NA,31.55,119.5
Muscisaxicola griseus,19.45,NA,NA,NA,NA,119.25
Muscisaxicola juninensis,16.6,NA,NA,NA,27.8,110
Muscisaxicola maclovianus,17.25,NA,NA,NA,29.1,104
Muscisaxicola maculirostris,16.8,NA,NA,NA,25.6,85.4
Muscisaxicola occipitalis,20.1,NA,NA,NA,31,116
Muscisaxicola rufivertex,19.25,NA,NA,NA,27.45,100.5
Musophaga rossae,35.4,NA,NA,NA,45.8,225
Musophaga violacea,34.6,NA,NA,NA,43.5,211
Myadestes coloratus,14.6,6.95,4.65,4.4,20.35,86.5
Myadestes elisabeth,14.85,8.5,4.45,4,21.8,86
Myadestes genibarbis,14,7.35,4.45,3.8,21.6,86.75
Myadestes lanaiensis,19.5,NA,4.85,4.95,31.85,90.5
Myadestes melanops,14.75,NA,4.3,4.15,20.45,86.5
Myadestes obscurus,14.7,NA,4.5,3.8,21,101
Myadestes occidentalis,15.55,7.8,4.75,4.5,21,103.5
Myadestes palmeri,20.85,NA,4.55,4.7,32.45,88.5
Myadestes ralloides,NA,NA,NA,NA,20.5,84
Myadestes townsendi,15.6,NA,4.5,4.7,21.2,114
Myadestes unicolor,14.8,7.55,5,4.45,20.45,92.5
Mycerobas affinis,25.9,NA,11,14.5,26.4,124
Mycerobas carnipes,25.4,NA,12.5,15.6,25.4,114
Mycerobas icterioides,26.9,NA,12.9,16.8,25.5,126
Mycerobas melanozanthos,27.5,NA,12.9,17.1,21.8,121
Mycteria americana,226.6,NA,34,45.4,185,459
Mycteria cinerea,226.9,NA,36.9,46,221.4,485
Mycteria ibis,229.5,218.5,35.4,43.6,211.95,475.5
Mycteria leucocephala,NA,NA,NA,47.4,NA,471
Myiagra albiventris,17.5,NA,6.75,3.8,16.15,71
Myiagra alecto,19.9,NA,5.9,NA,NA,88
Myiagra atra,17.3,NA,6.3,4.8,18,72
Myiagra azureocapilla,14.55,8.4,5.9,3.1,19.05,78
Myiagra caledonica,20.9,NA,8.25,NA,18.6,77
Myiagra castaneigularis,NA,NA,NA,NA,NA,NA
Myiagra cervinicauda,NA,NA,6.3,3.8,17.55,64
Myiagra cervinicolor,NA,NA,NA,NA,NA,NA
Myiagra cyanoleuca,NA,NA,6.8,4.3,NA,88.5
Myiagra eichhorni,NA,NA,NA,NA,NA,NA
Myiagra erythrops,17,NA,6.9,3.6,20.9,67.5
Myiagra ferrocyanea,16.3,NA,5.9,4,15.5,70
Myiagra galeata,16.65,NA,6.35,4,16.3,67.5
Myiagra hebetior,17.4,10.75,5.25,4.25,22.25,70
Myiagra inquieta,22.9,NA,5.8,4.2,19.1,101.5
Myiagra nana,19.6,NA,5.7,NA,NA,87
Myiagra oceanica,20.1,NA,7.95,4.65,21.5,81.5
Myiagra pluto,17.8,NA,7.1,4.3,19.95,80
Myiagra rubecula,16.35,NA,5.65,3.9,NA,74
Myiagra ruficollis,17.9,NA,6.9,NA,NA,70.5
Myiagra vanikorensis,18.65,NA,6.8,4.2,18.75,75
Myiarchus antillarum,22.5,NA,NA,NA,22.95,85.5
Myiarchus apicalis,21.6,NA,7.3,5.8,22.4,86
Myiarchus barbirostris,19.65,11.35,6.7,4.25,18.15,71.5
Myiarchus cephalotes,NA,NA,NA,NA,21.1,89
Myiarchus cinerascens,NA,NA,6.8,6,22.5,96
Myiarchus crinitus,NA,NA,NA,NA,21.1,98.25
Myiarchus ferox,NA,NA,NA,NA,21.65,85.4
Myiarchus magnirostris,18.8,11.05,5.65,4.2,21.25,67
Myiarchus nugator,27.5,NA,8.6,6.9,NA,96
Myiarchus nuttingi,16.9,NA,6.5,5.5,18.9,81
Myiarchus oberi,25.7,16.25,8.05,6.35,23.75,96.5
Myiarchus panamensis,21.9,NA,7.6,6.1,NA,90
Myiarchus phaeocephalus,22.7,NA,7,5.4,22.6,94
Myiarchus sagrae,22.4,14.45,6.6,4.95,19.5,82.5
Myiarchus semirufus,24.25,15.8,7.25,5.3,21.45,89
Myiarchus stolidus,22.55,13.7,6.5,5.1,21.5,85
Myiarchus swainsoni,NA,NA,NA,5.7,21.7,90
Myiarchus tuberculifer,NA,NA,NA,NA,NA,NA
Myiarchus tyrannulus,NA,NA,NA,NA,21.9,92
Myiarchus validus,26.05,17.1,8.5,6.6,23.9,101
Myiarchus venezuelensis,21.35,14.6,7.65,5.6,20,91
Myiarchus yucatanensis,20.65,13.35,6.95,5.85,22.15,82.5
Myiobius atricaudus,12.6,NA,NA,NA,NA,60
Myiobius barbatus,NA,NA,NA,3.7,14.7,62.8
Myiobius sulphureipygius,14.6,7.75,4.25,3.15,16.85,65
Myiobius villosus,NA,NA,NA,3.3,18.3,68
Myioborus albifacies,11.7,7.75,4.1,4,19.35,63
Myioborus albifrons,11.9,NA,NA,NA,19.4,67
Myioborus brunniceps,NA,NA,NA,NA,19.7,62.45
Myioborus cardonai,NA,NA,NA,NA,19.6,63.5
Myioborus castaneocapilla,12.5,NA,NA,NA,19.7,62
Myioborus chrysops,NA,NA,NA,NA,NA,NA
Myioborus flavivertex,12.2,6.75,4.2,3.45,18.95,62.5
Myioborus melanocephalus,NA,NA,NA,NA,19.6,66
Myioborus miniatus,NA,NA,NA,NA,NA,64
Myioborus ornatus,NA,NA,4.15,3.75,19.15,70.5
Myioborus pariae,12,6.8,4.2,4.1,17.6,59.5
Myioborus pictus,11.75,NA,NA,NA,17.4,72.75
Myioborus torquatus,NA,NA,NA,NA,19.4,66
Myiodynastes bairdii,28,18.45,10.1,9.45,24.95,116.25
Myiodynastes chrysocephalus,NA,NA,NA,NA,18.6,107
Myiodynastes hemichrysus,24.8,16.5,10.25,7,18.35,99.5
Myiodynastes luteiventris,NA,NA,9.75,8.15,18.35,109.25
Myiodynastes maculatus,25.4,NA,NA,NA,19.8,107
Myiodynastes solitarius,NA,NA,NA,NA,19.25,106.2
Myiomela cambodiana,NA,NA,NA,NA,NA,NA
Myiomela diana,16,NA,3.6,4.4,25.2,84
Myiomela leucura,17.1,9.85,3.6,4.25,27.2,93.5
Myiopagis caniceps,11.2,NA,NA,3.2,15.8,58.1
Myiopagis cinerea,11.85,7.4,3.8,3.15,16.4,56.5
Myiopagis cotta,11.7,6.05,3.1,3.05,16.7,66.25
Myiopagis flavivertex,12.5,7.55,4.05,3.35,17.45,61.5
Myiopagis gaimardii,11.5,NA,NA,NA,18.2,59
Myiopagis olallai,10.9,6.8,3.4,2.95,16.85,58.8
Myiopagis parambae,NA,NA,NA,NA,NA,NA
Myiopagis subplacens,13.2,7.2,3.9,3.4,19.05,68.25
Myiopagis viridicata,NA,NA,NA,NA,16.75,60.7
Myiophobus crypterythrus,13.55,7.45,5.35,3.55,16.45,59.5
Myiophobus cryptoxanthus,12.9,7.2,5.25,3.45,14.65,57.5
Myiophobus fasciatus,NA,NA,NA,NA,16.6,NA
Myiophobus flavicans,13.65,NA,NA,3.35,18.05,69.5
Myiophobus inornatus,NA,NA,NA,NA,16.6,62
Myiophobus phoenicomitra,10.7,6.5,4.8,3.4,15.7,63
Myiophobus roraimae,12.95,7.4,5,3.4,17.2,66.5
Myiophobus rufescens,15.9,NA,NA,NA,16.7,61
Myiopsitta luchsi,22.65,19.05,12.8,18.25,14.75,150
Myiopsitta monachus,21.4,NA,12.5,20.4,16.8,144
Myiornis albiventris,NA,NA,NA,2.7,13,37
Myiornis atricapillus,11.45,7.1,3.85,2.95,12.75,34
Myiornis auricularis,11.3,6.55,3.25,2.6,13.5,40
Myiornis ecaudatus,NA,NA,NA,3,11.7,32
Myiotheretes fumigatus,23.7,NA,NA,NA,23.3,108.8
Myiotheretes fuscorufus,NA,NA,NA,NA,23.2,102.6
Myiotheretes pernix,25.1,15.8,7.9,5.6,24.3,99
Myiotheretes striaticollis,27.7,NA,NA,NA,25.5,139.3
Myiothlypis basilica,14.9,8.45,3.8,4.05,22.7,65
Myiothlypis bivittata,NA,NA,NA,NA,22.6,NA
Myiothlypis chlorophrys,12.5,NA,NA,NA,20,61
Myiothlypis chrysogaster,14.3,7.8,4,3.7,19,62
Myiothlypis cinereicollis,16.3,8.25,4.5,4.15,21.55,62.5
Myiothlypis conspicillata,15.1,7.7,4.1,4.05,21.65,65.5
Myiothlypis coronata,NA,NA,NA,NA,NA,NA
Myiothlypis euophrys,NA,NA,NA,NA,23.4,66
Myiothlypis flaveola,14.5,NA,NA,NA,21.1,64.1
Myiothlypis fraseri,13.55,NA,NA,NA,20.3,64
Myiothlypis fulvicauda,NA,NA,NA,NA,NA,NA
Myiothlypis leucoblephara,14.2,NA,NA,NA,23.8,65
Myiothlypis leucophrys,13.95,7.95,3.35,4.05,23.65,62.75
Myiothlypis luteoviridis,NA,NA,NA,NA,20.5,66
Myiothlypis mesoleuca,14.4,NA,NA,NA,22.25,61
Myiothlypis nigrocristata,14.1,NA,NA,NA,22.6,61.1
Myiothlypis rivularis,15.1,NA,NA,NA,23.1,67.1
Myiothlypis roraimae,13.55,NA,NA,NA,20.1,69.5
Myiothlypis signata,NA,NA,NA,NA,23.6,59
Myiothlypis striaticeps,NA,NA,NA,NA,23.5,67.5
Myiotriccus ornatus,13,NA,NA,NA,14.3,58.3
Myiotriccus phoenicurus,13,NA,NA,NA,15,64
Myiozetetes cayanensis,15,NA,NA,NA,NA,85
Myiozetetes granadensis,NA,NA,NA,NA,17.7,85.5
Myiozetetes luteiventris,13.2,7.9,5,4.1,14.8,73
Myiozetetes similis,NA,NA,NA,NA,NA,86
Myophonus blighi,24.4,14.35,5.3,6.55,35.05,100
Myophonus borneensis,30.7,17.45,6.6,9.4,46.6,143.5
Myophonus caeruleus,32.8,NA,6.8,9.6,49.9,169
Myophonus castaneus,28.2,NA,6.2,8.2,42.1,136
Myophonus glaucinus,27.4,NA,5.7,8.1,43.4,139
Myophonus horsfieldii,31,NA,6,8.4,44.2,151
Myophonus insularis,31,NA,6.4,8.8,50.2,157
Myophonus melanurus,21.35,12.05,5.7,6.3,40.2,117
Myophonus robinsoni,29.45,17.05,5.75,8.55,44.35,141
Myornis senilis,NA,8.8,3.8,4.5,21.1,56
Myrmeciza longipes,NA,12.2,4.3,4.5,29.6,65
Myrmecocichla aethiops,23.4,NA,NA,NA,35.4,111.5
Myrmecocichla arnotti,19.2,NA,NA,NA,28.9,101
Myrmecocichla formicivora,21.9,NA,NA,NA,33.2,95.1
Myrmecocichla melaena,17.45,NA,NA,NA,27.5,88.2
Myrmecocichla monticola,22.4,NA,NA,NA,30.5,107.2
Myrmecocichla nigra,18.7,NA,NA,NA,29.9,99
Myrmecocichla tholloni,21.25,NA,NA,NA,33.05,100
Myrmelastes brunneiceps,NA,11.5,4.6,4.7,25.8,66.7
Myrmelastes caurensis,NA,13.7,4.9,6.1,29.2,84.2
Myrmelastes humaythae,NA,12.8,4.6,5.15,25.75,68.15
Myrmelastes hyperythrus,NA,NA,5.3,6.3,29.1,77
Myrmelastes leucostigma,NA,NA,4.4,4.8,26.5,66.65
Myrmelastes rufifacies,NA,12.05,4.55,4.75,26.1,67.1
Myrmelastes saturatus,NA,11.1,4.45,4.8,25.3,64.3
Myrmelastes schistaceus,NA,10.45,4.4,4.6,25.25,64.3
Myrmia micrura,15.4,NA,1.2,1.3,3.6,33.3
Myrmoborus leucophrys,NA,NA,4.6,4.7,25.7,64
Myrmoborus lophotes,NA,12.6,5.2,5.8,31.2,74
Myrmoborus lugubris,NA,11.75,5.15,5.15,26.5,66.75
Myrmoborus melanurus,NA,NA,4.7,4.7,25.4,61.7
Myrmoborus myotherinus,NA,NA,NA,NA,NA,62
Myrmochanes hemileucus,NA,11,3.9,3.4,21.4,53.5
Myrmoderus eowilsoni,20.45,11.05,6.6,5.55,27.6,68.2
Myrmoderus ferrugineus,NA,NA,4.1,4.5,25.75,64
Myrmoderus loricatus,NA,NA,3.6,3.7,25.2,60.15
Myrmoderus ruficauda,NA,NA,NA,4.5,22.9,67
Myrmoderus squamosus,NA,NA,NA,NA,27.4,60.5
Myrmophylax atrothorax,NA,NA,3.8,3.9,24.85,55.85
Myrmorchilus strigilatus,NA,NA,NA,4.2,29.5,62.7
Myrmornis stictoptera,NA,15.5,4.7,5.3,24.6,90.15
Myrmornis torquata,NA,NA,4.4,5.1,24.5,91.55
Myrmothera campanisona,NA,NA,NA,NA,NA,77.75
Myrmothera simplex,NA,NA,NA,NA,NA,82
Myrmotherula ambigua,NA,9.4,NA,2.9,15.7,42
Myrmotherula assimilis,NA,NA,3.5,3.3,16.5,51.2
Myrmotherula axillaris,NA,NA,NA,NA,NA,51
Myrmotherula behni,NA,8.35,3.25,NA,16.3,NA
Myrmotherula brachyura,NA,NA,3.1,3,16.2,43.7
Myrmotherula cherriei,NA,9.75,NA,3.05,16.55,50.15
Myrmotherula grisea,NA,8.1,3.2,3.2,15.9,51.5
Myrmotherula ignota,NA,7.95,3.1,3,15.8,40.8
Myrmotherula iheringi,NA,8.3,3.4,3.3,15.2,49.8
Myrmotherula klagesi,NA,8.9,3.5,3.15,16.25,47.25
Myrmotherula longicauda,NA,NA,NA,3,17.7,48
Myrmotherula longipennis,NA,NA,3.6,3.4,15.5,57
